,cluster,name,country.etc,pop
757,757,Eqalugaarsuit,Greenland,138
758,758,Erenhot,China,16554
759,759,Ereymentau,Kazakhstan,14250
760,760,Errachidia,Morocco,82471
761,761,Esperance,Australia,7781
762,762,Essaouira,Morocco,71773
763,763,Satowan,Micronesia,841
764,764,Evansville,USA,114237
765,765,Ewo,Congo,4971
766,766,Eyl,Somalia,19282
767,767,Fais,Micronesia,289
768,768,Fakahima,French Polynesia,170
769,769,Fakaofo,Tokelau,267
770,770,Falam,Myanmar,5485
771,771,Nomwin,Micronesia,762
772,772,Fangatau,French Polynesia,126
773,773,Fangaua,Tuvalu,314
774,774,Wadi ad-Dawasir,Saudi Arabia,83509
775,775,Faraulep,Micronesia,199
776,776,Fargo,USA,92396
777,777,Farmington,USA,44278
778,778,Faya,Chad,13701
779,779,We,New Caledonia,10424
780,780,Fort Smith,USA,82304
781,781,Zuwarat,Mauritania,45828
782,782,Felipe Carrillo Puerto,Mexico,24149
783,783,Gonabad,Iran,45470
784,784,Korhogo,Ivory Coast,170641
785,785,Labrador City,Canada,10517
786,786,Figuig,Morocco,12803
787,787,Filadelfia,Paraguay,8395
788,788,Filingue,Niger,11821
789,789,Finschhafen,Papua New Guinea,1077
790,790,Flagstaff,USA,58490
791,791,Flin Flon,Canada,5932
792,792,Floriano,Brazil,48926
793,793,Fort Frances,Canada,7834
794,794,Fort MacPherson,Canada,1085
795,795,Fort Nelson,Canada,4210
796,796,Fort Saint James,Canada,2393
797,797,Fort Wayne,USA,231147
798,798,Fort William,UK,9611
799,799,Fraser Lake,Canada,1275
800,800,Fuerte Olimpo,Paraguay,2561
801,801,Fukue,Japan,26434
802,802,Gabait,Sudan,11314
803,803,Gadamis,Libya,17092
804,804,Gainesville,USA,127933
805,805,Galiwinku,Australia,1343
806,806,Galka'yo,Somalia,62365
807,807,Tsogni,Gabon,10184
808,808,Mbuji-Mayi,Congo Democratic Republic,896435
809,809,Shakawe,Botswana,6019
810,810,Ganyushkino,Kazakhstan,8427
811,811,Ganzhou,China,253830
812,812,Gao,Mali,38706
813,813,Gaoual,Guinea,7437
814,814,Garissa,Kenya,70871
815,815,Garowe,Somalia,50910
816,816,Gat,Libya,25172
817,817,Gbadolite,Congo Democratic Republic,51608
818,818,Kaiyuan,China,200778
819,819,Gemena,Congo Democratic Republic,120238
820,820,General Eugenio Alejandrino Garay,Paraguay,941
821,821,General Pico,Argentina,58210
822,822,Neuquen,Argentina,246515
823,823,Genhe,China,74201
824,824,George,South Africa,185562
825,825,George Town,Bahamas,1068
826,826,Georgetown,Saint Helena,533
827,827,Geraldton,Australia,27531
828,828,Geraldton,Canada,2379
829,829,Lar,Iran,74262
830,830,Hunza,Pakistan,16017
831,831,Ginir,Ethiopia,17224
832,832,Gizo,Solomon Islands,6293
833,833,Sydney,Canada,32357
834,834,Gladstone,Australia,31008
835,835,Inverell,Australia,8455
836,836,Goba,Ethiopia,34884
837,837,Gobabis,Namibia,16993
838,838,Gogrial,Sudan,39251
839,839,Goose Green,Falkland Islands,82
840,840,Metu,Ethiopia,30761
841,841,Goroka,Papua New Guinea,18444
842,842,Gorontalo,Indonesia,147966
843,843,Gough Island,Saint Helena,4
844,844,Goundam,Mali,8358
845,845,Koumra,Chad,37078
846,846,Goure,Niger,14987
847,847,Reconquista,Argentina,92070
848,848,Graaff-Reinet,South Africa,65999
849,849,Grajau,Brazil,30929
850,850,Saint-Pierre,Saint Pierre and Miquelon,6254
851,851,Grand Forks,USA,48195
852,852,Grand Island,USA,45052
853,853,Grand Junction,USA,46350
854,854,Maripasoula,French Guiana,6414
855,855,Grande Cache,Canada,4072
856,856,Great Falls,USA,55908
857,857,Greenville,USA,55421
858,858,Griffith,Australia,15551
859,859,Grimsey,Iceland,106
860,860,Grootfontein,Namibia,25064
861,861,Grytviken,Falkland Islands,22
862,862,Guachochi,Mexico,10616
863,863,Riberalta,Bolivia,76823
864,864,Guangyuan,China,213222
865,865,Guaranta do Norte,Brazil,28817
866,866,Guarapuava,Brazil,152724
867,867,Gubkinskiy,Russia,20490
868,868,Guelmim,Morocco,100699
869,869,Kifah,Mauritania,70937
870,870,Santa Isabel,Mexico,21826
871,871,Guilin,China,670048
872,872,Guiyang,China,1183692
873,873,Swift Current,Canada,14683
874,874,Gulu,Uganda,160225
875,875,Tamworth,Australia,38685
876,876,Gunung Stoli,Indonesia,25075
877,877,Gurupi,Brazil,65352
878,878,Gusinoozyorsk,Russia,25935
879,879,Gwadar,Pakistan,53080
880,880,Gweta,Botswana,4860
881,881,Kaihua,China,65169
882,882,Vinh,Vietnam,106865
883,883,Najran,Saudi Arabia,270696
884,884,Hafar al-Batin,Saudi Arabia,250645
885,885,Kunming,China,1044356
886,886,Haines Junction,Canada,1191
887,887,Taiohae,French Polynesia,2221
888,888,Hami,China,139579
889,889,Warrnambool,Australia,30360
890,890,Saint George,Bermuda,1811
891,891,Hangaroa,Easter Island,584
892,892,Hanzhong,China,147282
893,893,Happy Valley-Goose Bay,Canada,6034
894,894,Harper,Liberia,33557
895,895,Harrisonburg,USA,41992
896,896,Hatohobei,Palau,10
897,897,Hattiesburg,USA,48728
898,898,Nuku'alofa,Tonga,23733
899,899,Havre-Saint-Pierre,Canada,2976
900,900,Hay River,Canada,3064
901,901,Haybar,Saudi Arabia,14758
902,902,Hearst,Canada,4806
903,903,Helensvale,Australia,17310
904,904,Las Vegas,USA,553807
905,905,Hereheretue,French Polynesia,72
906,906,Hermosillo,Mexico,606231
907,907,Hetian,China,114259
908,908,Hidalgo,Mexico,102277
909,909,High Level,Canada,3664
910,910,Hihifo,Tonga,817
911,911,Hikueru,French Polynesia,161
912,912,Hilo,USA,43466
913,913,Himora,Ethiopia,20219
914,914,Hirara,Japan,34477
915,915,Hobyo,Somalia,12815
916,916,Hohhot,China,783645
917,917,Honolulu,USA,386345
918,918,Marathon,Canada,4686
919,919,Hornsund,Svalbard and Jan Mayen,7
920,920,Horta,Azores,6581
921,921,Pollap,Micronesia,725
922,922,Hovd,Mongolia,28301
923,923,Xam Nua,Laos,39434
924,924,Hudson Bay,Canada,1634
925,925,Hukuntsi,Botswana,4563
926,926,Humaita,Brazil,32934
927,927,Waddan,Libya,28313
928,928,Wichita,USA,356051
929,929,Mount Hagen,Papua New Guinea,34911
930,930,Iberia,Peru,4483
931,931,Idaho Falls,USA,52431
932,932,Woleai,Micronesia,897
933,933,Ihosy,Madagascar,17419
934,934,Ilebo,Congo Democratic Republic,109789
935,935,Ilizi,Algeria,7021
936,936,Illoqqortoormiut,Greenland,529
937,937,Iringa,Tanzania,113474
938,938,Impfondo,Congo,21325
939,939,Imphal,India,224825
940,940,Inari,Finland,6989
941,941,Inderborskiy,Kazakhstan,13317
942,942,Ingham,Australia,6276
943,943,Maxixe,Mozambique,122740
944,944,Inirida,Colombia,7562
945,945,Inongo,Congo Democratic Republic,40991
946,946,Inta,Russia,37485
947,947,Invermere,Canada,2873
948,948,Inyonga,Tanzania,12145
949,949,Ipora,Brazil,28294
950,950,Ippy,Central African Republic,16667
951,951,Iqaluit,Canada,6364
952,952,Iquique,Chile,231959
953,953,Iquitos,Peru,453016
954,954,Iranshahr,Iran,139146
955,955,Irece,Brazil,65571
956,956,Irgiz,Kazakhstan,4663
957,957,Rochester,USA,209587
958,958,Irtyshyk,Kazakhstan,9123
959,959,Isangel,Vanuatu,1468
960,960,Ishigaki,Japan,45093
961,961,Ishim,Russia,67784
962,962,Sterlitamak,Russia,268277
963,963,Isiro,Congo Democratic Republic,129017
964,964,Iskene,Kazakhstan,312
965,965,Iskusuban,Somalia,5874
966,966,Tasiilaq,Greenland,1833
967,967,Itacoatiara,Brazil,46130
968,968,Itaituba,Brazil,64772
969,969,Vitoria da Conquista,Brazil,258862
970,970,Sao Borja,Brazil,60052
971,971,Itezhi-Tezhi,Zambia,8216
972,972,Sisimiut,Greenland,5203
973,973,Maraba,Brazil,148718
974,974,Serov,Russia,98008
975,975,Jabalpur,India,1049768
976,976,Jabiru,Australia,1900
977,977,Rondonopolis,Brazil,155476
978,978,Jackson,USA,175085
979,979,Jackson,USA,62552
980,980,Wilmington,USA,93097
981,981,Jacksonville,USA,809874
982,982,Jaisalmer,India,70135
983,983,Jambi,Indonesia,429038
984,984,Janauba,Brazil,57298
985,985,Januaria,Brazil,34717
986,986,Jardim,Brazil,24329
987,987,Ji-Parana,Brazil,102058
988,988,Jask,Iran,16803
989,989,Jatai,Brazil,78228
990,990,Jiayuguan,China,124948
991,991,Jinchang,China,146717
992,992,Jinchengjiang,China,105286
993,993,Jingdezhen,China,312350
994,994,Jishou,China,103624
995,995,Joao Pinheiro,Brazil,27414
996,996,Jodhpur,India,940513
997,997,Johnson City,USA,59183
998,998,Jonesboro,USA,59233
999,999,Joplin,USA,47060
1000,1000,Juba,Sudan,168159
1001,1001,Juina,Brazil,38777
1002,1002,Salta,Argentina,523878
1003,1003,Kongolo,Congo Democratic Republic,32180
1004,1004,Kabinda,Congo Democratic Republic,61002
1005,1005,Kalengwa,Zambia,7765
1006,1006,Sandi,Sudan,54580
1007,1007,Livingstone,Zambia,111530
1008,1008,Kaduqli,Sudan,90186
1009,1009,Kaga-Bandoro,Central African Republic,57078
1010,1010,Kahnuj,Iran,46898
1011,1011,Mongu,Zambia,54370
1012,1012,Omsk,Russia,1127864
1013,1013,Kalat,Pakistan,27307
1014,1014,Kalemie,Congo Democratic Republic,151854
1015,1015,Kalgoorlie-Boulder,Australia,37806
1016,1016,Kindu,Congo Democratic Republic,139257
1017,1017,Tabora,Tanzania,148677
1018,1018,Likasi,Congo Democratic Republic,436642
1019,1019,Penza,Russia,510851
1020,1020,Kamina,Congo Democratic Republic,74103
1021,1021,Kampene,Congo Democratic Republic,38005
1022,1022,Kandrian,Papua New Guinea,1045
1023,1023,Kangaba,Mali,17568
1024,1024,Kangerdlinerk,Canada,2368
1025,1025,Kangerlussuaq,Greenland,454
1026,1026,Kaniama,Congo Democratic Republic,29630
1027,1027,Kankan,Guinea,115554
1028,1028,Kansanshi,Zambia,42123
1029,1029,Kaoma,Zambia,14596
1030,1030,Kapit,Malaysia,16209
1031,1031,Kapoeta,Sudan,7127
1032,1032,Kapuskasing,Canada,9358
1033,1033,Kaputa,Zambia,2754
1034,1034,Karabas,Kazakhstan,2616
1035,1035,Taldikorgan,Kazakhstan,107533
1036,1036,Karazhal,Kazakhstan,13516
1037,1037,Karagayly,Kazakhstan,7150
1038,1038,Karakol,Kyrgyzstan,70675
1039,1039,Warmbad,Namibia,6733
1040,1040,Karasuk,Russia,28544
1041,1041,Karaul,Kazakhstan,5214
1042,1042,Karpathos,Greece,2286
1043,1043,Roebourne,Australia,19447
1044,1044,Zhezkazgan,Kazakhstan,104438
1045,1045,Kartaly,Russia,28048
1046,1046,Kasempa,Zambia,5764
1047,1047,Kashi,China,284712
1048,1048,Kasongo,Congo Democratic Republic,56564
1049,1049,Kasongo-Lunda,Congo Democratic Republic,20499
1050,1050,Katha,Myanmar,39214
1051,1051,Katherine,Australia,10337
1052,1052,Makemo,French Polynesia,867
1053,1053,Kavieng,Papua New Guinea,15147
1054,1054,Nchelenge,Zambia,24308
1055,1055,Kayes,Mali,100583
1056,1056,Letlhakane,Botswana,19021
1057,1057,Keetmanshoop,Namibia,15593
1058,1058,Kendari,Indonesia,249407
1059,1059,Keng Tung,Myanmar,70438
1060,1060,Kenge,Congo Democratic Republic,37772
1061,1061,New Orleans,USA,454207
1062,1062,Kennewick,USA,63593
1063,1063,Kenora,Canada,13412
1064,1064,Kerema,Papua New Guinea,5749
1065,1065,Khabarovsk,Russia,576745
1066,1066,Khanty-Mansiysk,Russia,60468
1067,1067,Kharabali,Russia,18202
1068,1068,Kharan,Pakistan,31542
1069,1069,Khash,Iran,73912
1070,1070,Yuzhno-Sakhalinsk,Russia,176919
1071,1071,Khorixas,Namibia,12357
1072,1072,Khorug,Tajikistan,32646
1073,1073,Khuzdar,Pakistan,149715
1074,1074,Waku-Kungo,Angola,10949
1075,1075,Kibaya,Tanzania,5194
1076,1076,Kidal,Mali,11800
1077,1077,Kimbe,Papua New Guinea,19788
1078,1078,Kingaroy,Australia,8782
1079,1079,Kingston,Norfolk Island,890
1080,1080,Lamu,Kenya,26024
1081,1081,Lubumbashi,Congo Democratic Republic,1425001
1082,1082,Kirakira,Solomon Islands,1146
1083,1083,Kirov,Russia,457355
1084,1084,Kiruna,Sweden,17552
1085,1085,Kisangani,Congo Democratic Republic,547531
1086,1086,Kishkenekol,Kazakhstan,6489
1087,1087,Kita,Mali,5918
1088,1088,Terrace,Canada,20203
1089,1089,Kitti,Micronesia,7531
1090,1090,Kiunga,Papua New Guinea,12311
1091,1091,Knoxville,USA,172000
1092,1092,Kodinsk,Russia,15993
1093,1093,Popondetta,Papua New Guinea,30355
1094,1094,Kokopo,Papua New Guinea,27654
1095,1095,Kokstad,South Africa,25831
1096,1096,Leava,Wallis and Futuna,479
1097,1097,Kolpashevo,Russia,27690
1098,1098,Kolwezi,Congo Democratic Republic,940665
1099,1099,Play Cu,Vietnam,116765
1100,1100,Petrozavodsk,Russia,264667
1101,1101,Korla,China,182343
1102,1102,Kotlas,Russia,58700
1103,1103,Kostomuksha,Russia,30234
1104,1104,Kota Baru,Indonesia,55844
1105,1105,Kotelnich,Russia,26374
1106,1106,Kouango,Central African Republic,7572
1107,1107,Koulamoutou,Gabon,16592
1108,1108,Koundara,Guinea,13944
1109,1109,Kovdor,Russia,19075
1110,1110,Zhalainuoer,China,108663
1111,1111,Krasnoufimsk,Russia,42969
1112,1112,Krasnovishersk,Russia,18163
1113,1113,Krasnyy Kut,Russia,14834
1114,1114,Kua,Tuvalu,527
1115,1115,Nioro,Mali,73938
1116,1116,Kuche,China,69197
1117,1117,Kuching,Malaysia,602113
1118,1118,Kudymkar,Russia,31491
1119,1119,Kule,Botswana,840
1120,1120,Kullorsuaq,Greenland,421
1121,1121,Slavgorod,Russia,34083
1122,1122,Kumaka,Guyana,2181
1123,1123,Tawau,Malaysia,327730
1124,1124,Kununurra,Australia,5764
1125,1125,Kupang,Indonesia,296521
1126,1126,Kupino,Russia,16155
1127,1127,Kurgan,Russia,342364
1128,1128,Kurimah,Sudan,20120
1129,1129,Shumikha,Russia,18309
1130,1130,Kutum,Sudan,10051
1131,1131,Kuytun,China,200250
1132,1132,Perth,Australia,1472075
1133,1133,Sarh,Chad,104831
1134,1134,Suhbaatar,Mongolia,24622
1135,1135,Kyzyl,Russia,109678
1136,1136,La Crosse,USA,50147
1137,1137,La Macarena,Colombia,3583
1138,1138,La Paz,Mexico,173078
1139,1139,La Rioja,Argentina,167592
1140,1140,La Ronge,Canada,3021
1141,1141,La Victoria,Paraguay,5192
1142,1142,Salekhard,Russia,38446
1143,1143,Lafayette,USA,112317
1144,1144,Lagunas,Peru,9409
1145,1145,Lahad Datu,Malaysia,112640
1146,1146,Luganville,Vanuatu,13881
1147,1147,Lake Havasu City,USA,57685
1148,1148,Nizhnevartovsk,Russia,246763
1149,1149,Laranjal do Jari,Brazil,31982
1150,1150,Las'anod,Somalia,35115
1151,1151,Lasa,China,120488
1152,1152,Lashio,Myanmar,132880
1153,1153,Lasqoray,Somalia,7079
1154,1154,Lata,Solomon Islands,546
1155,1155,Wichita Falls,USA,100616
1156,1156,Lazaro Cardenas,Mexico,14680
1157,1157,Leaf Rapids,Canada,1370
1158,1158,Masuku,Gabon,43948
1159,1159,Lelu,Micronesia,4836
1160,1160,Lensk,Russia,23405
1161,1161,Ler,Sudan,10662
1162,1162,Lesosibirsk,Russia,66106
1163,1163,Lethem,Guyana,720
1164,1164,Leticia,Colombia,30636
1165,1165,Lexington,USA,274245
1166,1166,Lianzhou,China,95359
1167,1167,Lichinga,Mozambique,112471
1168,1168,Linhe,China,170937
1169,1169,Lisala,Congo Democratic Republic,71635
1170,1170,Xian,China,4091916
1171,1171,Liwale,Tanzania,19487
1172,1172,Pointe Noire,Congo,683621
1173,1173,Lodeynoye Pole,Russia,21943
1174,1174,Lodja,Congo Democratic Republic,70555
1175,1175,Lodwar,Kenya,20784
1176,1176,Loikaw,Myanmar,17553
1177,1177,Lolua,Tuvalu,616
1178,1178,London,Kiribati,698
1179,1179,Longana,Vanuatu,721
1180,1180,Tyler,USA,92155
1181,1181,Longyan,China,126068
1182,1182,Lorengau,Papua New Guinea,5782
1183,1183,Loreto,Mexico,11480
1184,1184,Nama,Micronesia,900
1185,1185,Louisville,USA,241072
1186,1186,Luang Prabang,Laos,50080
1187,1187,Luangwa,Zambia,3155
1188,1188,Luau,Angola,18628
1189,1189,Lubango,Angola,102919
1190,1190,Lubao,Congo Democratic Republic,44527
1191,1191,Lubbock,USA,213587
1192,1192,Lucapa,Angola,20131
1193,1193,Luderitz,Namibia,15751
1194,1194,Mweka,Congo Democratic Republic,51951
1195,1195,Luga,Russia,40014
1196,1196,Phalaborwa,South Africa,110494
1197,1197,Lusambo,Congo Democratic Republic,42819
1198,1198,Mansa,Zambia,42461
1199,1199,Luwuk,Indonesia,48935
1200,1200,Surgut,Russia,305528
1201,1201,M'banza-Kongo,Angola,25372
1202,1202,Ma'rib,Yemen,16182
1203,1203,Mabaruma,Guyana,721
1204,1204,Mabule,Botswana,1684
1205,1205,Macapa,Brazil,355725
1206,1206,Mackay,Australia,77975
1207,1207,Mackenzie,Canada,4982
1208,1208,Macon,USA,93755
1209,1209,Madang,Papua New Guinea,27333
1210,1210,Madera,Mexico,16345
1211,1211,Mae Hong Son,Thailand,9580
1212,1212,Magadan,Russia,93907
1213,1213,Magdalena,Bolivia,8114
1214,1214,Mahd ad-Dahab,Saudi Arabia,14424
1215,1215,Mataura,French Polynesia,907
1216,1216,Maiao,French Polynesia,353
1217,1217,Makatea,French Polynesia,99
1218,1218,Makokou,Gabon,13881
1219,1219,Owando,Congo,24405
1220,1220,Wakkanai,Japan,41124
1221,1221,Onoun,Micronesia,445
1222,1222,Malakal,Sudan,171116
1223,1223,Malanje,Angola,87994
1224,1224,Malhaha,Fiji,234
1225,1225,Maltahohe,Namibia,2334
1226,1226,Manaus,Brazil,1642982
1227,1227,Mananara,Madagascar,42566
1228,1228,Mandalgovi,Mongolia,15608
1229,1229,Mangai,Congo Democratic Republic,38001
1230,1230,Mangaia,Cook Islands,312
1231,1231,Tanjung Pandan,Indonesia,63161
1232,1232,Maningrida,Australia,1387
1233,1233,Pangkalanbuun,Indonesia,39102
1234,1234,Manokwari,Indonesia,54691
1235,1235,Manono,Congo Democratic Republic,37831
1236,1236,Sharya,Russia,24232
1237,1237,Mao,Chad,18436
1238,1238,Mar del Plata,Argentina,556477
1239,1239,Marabba,Sudan,12401
1240,1240,Maridi,Sudan,14517
1241,1241,Mariental,Namibia,13807
1242,1242,Maroantsetra,Madagascar,24645
1243,1243,Marsabit,Kenya,15583
1244,1244,Marzuq,Libya,44909
1245,1245,Matagami,Canada,1973
1246,1246,Matruh,Egypt,63121
1247,1247,Matthew Town,Bahamas,450
1248,1248,Maturin,Venezuela,427848
1249,1249,Maues,Brazil,22851
1250,1250,Mawlaik,Myanmar,45209
1251,1251,Mayo,Canada,570
1252,1252,Mayor Pablo Lagerenza,Paraguay,1307
1253,1253,Mbandaka,Congo Democratic Republic,185753
1254,1254,Mbanza-Ngungu,Congo Democratic Republic,88403
1255,1255,Mbe,Cameroon,5626
1256,1256,Meadow Lake,Canada,4211
1257,1257,Medford,USA,70717
1258,1258,Medvezhyegorsk,Russia,16611
1259,1259,Mega,Ethiopia,7044
1260,1260,Melfi,Chad,5914
1261,1261,Mendoza,Argentina,883827
1262,1262,Menongue,Angola,19103
1263,1263,Mentok,Indonesia,27046
1264,1264,Merauke,Indonesia,50463
1265,1265,Mercedes,Argentina,108247
1266,1266,Mercedes,Argentina,31055
1267,1267,Mergui,Myanmar,177961
1268,1268,Meulaboh,Indonesia,35531
1269,1269,Miandrivazo,Madagascar,21211
1270,1270,Middelburg,South Africa,18179
1271,1271,Midelt,Morocco,45530
1272,1272,Midland,USA,98261
1273,1273,Mildura,Australia,48600
1274,1274,Minab,Iran,73718
1275,1275,Minacu,Brazil,28229
1276,1276,Mindelo,Cape Verde,72143
1277,1277,Mineiros,Brazil,39825
1278,1278,Palmas,Brazil,210453
1279,1279,Miraflores,Colombia,5020
1280,1280,Salalah,Oman,166494
1281,1281,Mirnyy,Russia,28964
1282,1282,Mirnyy,Russia,40423
1283,1283,Missoula,USA,64391
1284,1284,Mitoto-Andei,Kenya,4834
1285,1285,Mitu,Colombia,6079
1286,1286,Mizdah,Libya,27023
1287,1287,Tunduru,Tanzania,37667
1288,1288,Mkushi,Zambia,12658
1289,1289,Tete,Mozambique,132415
1290,1290,Moba,Congo Democratic Republic,30051
1291,1291,Mobagu,Indonesia,87480
1292,1292,Mobile,USA,188467
1293,1293,Nacala,Mozambique,233006
1294,1294,Mocimboa,Mozambique,28578
1295,1295,Mocuba,Mozambique,70637
1296,1296,Mogok,Myanmar,93047
1297,1297,Mokil,Micronesia,222
1298,1298,Monroe,USA,51292
1299,1299,Montepuez,Mozambique,74011
1300,1300,Moose Factory,Canada,2086
1301,1301,Moranbah,Australia,8150
1302,1302,Moree,Australia,8180
1303,1303,Morehead,Papua New Guinea,2306
1304,1304,Narsaq,Greenland,1710
1305,1305,Moron,Mongolia,28117
1306,1306,Morshansk,Russia,42929
1307,1307,Mossendjo,Congo,18451
1308,1308,Mount Gambier,Australia,23304
1309,1309,Mount Isa,Australia,22561
1310,1310,Moussoro,Chad,15531
1311,1311,Moyale,Ethiopia,28097
1312,1312,Moyynty,Kazakhstan,2006
1313,1313,Mpanda,Tanzania,75545
1314,1314,Mpika,Zambia,28948
1315,1315,Mporokoso,Zambia,3491
1316,1316,Mumbwa,Zambia,19754
1317,1317,Muravlenko,Russia,40306
1318,1318,Murgob,Tajikistan,11008
1319,1319,Murwara,India,197952
1320,1320,Mwinilunga,Zambia,14493
1321,1321,Myitkyina,Myanmar,92543
1322,1322,Saryshagan,Kazakhstan,4273
1323,1323,N'Guigmi,Niger,18459
1324,1324,N'dalatando,Angola,21270
1325,1325,N'zeto,Angola,19732
1326,1326,Na'in,Iran,26189
1327,1327,Nabari,Kiribati,233
1328,1328,Nabire,Indonesia,45137
1329,1329,Nacozari,Mexico,12006
1330,1330,Nadym,Russia,46418
1331,1331,Nakusp,Canada,1707
1332,1332,Ulaanbaatar,Mongolia,862842
1333,1333,Nam Tha,Laos,3326
1334,1334,Namibe,Angola,82033
1335,1335,Namorik,Marshall Islands,734
1336,1336,Nampula,Mozambique,397836
1337,1337,Sanming,China,211410
1338,1338,Nanpu,China,60393
1339,1339,Napuka,French Polynesia,226
1340,1340,Narrabri,Australia,7134
1341,1341,Naryan-Mar,Russia,17856
1342,1342,Nassau,Cook Islands,47
1343,1343,Requena,Peru,20873
1344,1344,Navirai,Brazil,37248
1345,1345,Naze,Japan,41042
1346,1346,Ndele,Central African Republic,11966
1347,1347,Necochea,Argentina,80906
1348,1348,Negele,Ethiopia,51576
1349,1349,Neiafu,Tonga,4348
1350,1350,Nelidovo,Russia,25087
1351,1351,Nenjiang,China,87429
1352,1352,Nerchinsk,Russia,15240
1353,1353,Neryungri,Russia,66299
1354,1354,Sao Tome,Sao Tome and Principe,63772
1355,1355,Ngaoundere,Cameroon,244009
1356,1356,Ngukurr,Australia,944
1357,1357,Ngulu,Micronesia,30
1358,1358,Nhulunbuy,Australia,3131
1359,1359,Nikolayevsk-na-Amure,Russia,26713
1360,1360,Uruacu,Brazil,30181
1361,1361,Niyala,Sudan,532183
1362,1362,Nizhneudinsk,Russia,38431
1363,1363,Nola,Central African Republic,27651
1364,1364,Norman Wells,Canada,1055
1365,1365,Northam,Australia,5794
1366,1366,Nouadhibou,Mauritania,80984
1367,1367,Nouakchott,Mauritania,731242
1368,1368,Nova Andradina,Brazil,32312
1369,1369,Novouzensk,Russia,16953
1370,1370,Novyy Urengoy,Russia,94157
1371,1371,Noyabrsk,Russia,98942
1372,1372,Nsanje,Malawi,22513
1373,1373,Nueva Gerona,Cuba,20329
1374,1374,Nukuoro,Micronesia,370
1375,1375,Vahitahi,French Polynesia,131
1376,1376,Nushki,Pakistan,28308
1377,1377,Ny-Alesund,Svalbard and Jan Mayen,41
1378,1378,Nyagan,Russia,51982
1379,1379,Nyandoma,Russia,22034
1380,1380,Petauke,Zambia,20388
1381,1381,Yambio,Sudan,41216
1382,1382,Oriximina,Brazil,36794
1383,1383,Obo,Central African Republic,13112
1384,1384,Renukut,India,64828
1385,1385,Odienne,Ivory Coast,51283
1386,1386,Picos,Brazil,58496
1387,1387,Ofu,American Samoa,247
1388,1388,Ojinaga,Mexico,22482
1389,1389,Windhoek,Namibia,277349
1390,1390,Okakarara,Namibia,5358
1391,1391,Okha,Russia,26102
1392,1392,Olgij,Mongolia,30483
1393,1393,Omboue,Gabon,1705
1394,1394,Omoka,Cook Islands,165
1395,1395,Ondorhaan,Mongolia,14837
1396,1396,Williams Lake,Canada,14484
1397,1397,Onega,Russia,22461
1398,1398,Ooma,Kiribati,111
1399,1399,Opuwo,Namibia,4880
1400,1400,Oqsuqtooq,Canada,1140
1401,1401,Oranjemund,Namibia,8538
1402,1402,Oranjestad,Aruba,30710
1403,1403,Ormara,Pakistan,13321
1404,1404,Ornskoldsvik,Sweden,27566
1405,1405,Ostashkov,Russia,19203
1406,1406,Ostersund,Sweden,42830
1407,1407,Otjiwarongo,Namibia,21603
1408,1408,Ouadda,Central African Republic,5539
1409,1409,Tera,Niger,21680
1410,1410,Ouarzazate,Morocco,57867
1411,1411,Ouesso,Congo,24346
1412,1412,Oum Hadjer,Chad,19704
1413,1413,Padang Sidempuan,Indonesia,101024
1414,1414,Palangka Raya,Indonesia,186360
1415,1415,San Antonio de Pale,Equatorial Guinea,4279
1416,1416,Palu,Indonesia,294739
1417,1417,Pangai,Tonga,1742
1418,1418,Pangkal Pinang,Indonesia,126910
1419,1419,Pangnirtung,Canada,1328
1420,1420,Pangoa,Peru,6695
1421,1421,Panzhihua,China,462953
1422,1422,Paracatu,Brazil,72412
1423,1423,Paragominas,Brazil,71831
1424,1424,Santa Fe,Argentina,472682
1425,1425,Parintins,Brazil,66025
1426,1426,Parnaiba,Brazil,140604
1427,1427,Parras,Mexico,32491
1428,1428,Pasni,Pakistan,33862
1429,1429,Pechora,Russia,45264
1430,1430,Pedro Juan Caballero,Paraguay,68480
1431,1431,Pek,Laos,5273
1432,1432,Singkawang,Indonesia,103329
1433,1433,Pemba,Mozambique,111342
1434,1434,Pittsburgh,USA,316272
1435,1435,Pensacola,USA,53652
1436,1436,Rosario,Argentina,1176177
1437,1437,Pestovo,Russia,15889
1438,1438,Petropavlovsk-Kamchatskiy,Russia,183721
1439,1439,Petrovsk-Zabaykalskiy,Russia,19420
1440,1440,Phan Thiet,Vietnam,163861
1441,1441,Phongsaly,Laos,14365
1442,1442,Pingelap,Micronesia,549
1443,1443,Pingliang,China,109327
1444,1444,Pirates Well,Bahamas,214
1445,1445,Poli,Cameroon,5860
1446,1446,Pontes e Lacerda,Brazil,29736
1447,1447,Pontianak,Indonesia,459042
1448,1448,Porangatu,Brazil,32619
1449,1449,Poronaysk,Russia,16264
1450,1450,Whyalla,Australia,19271
1451,1451,Port Blair,India,115105
1452,1452,Port Hardy,Canada,4632
1453,1453,Port Hedland,Australia,14271
1454,1454,Port Keats,Australia,1347
1455,1455,Port Lincoln,Australia,11182
1456,1456,Port Moresby,Papua New Guinea,289861
1457,1457,Port Stanley,Falkland Islands,2269
1458,1458,Sept-Iles,Canada,22304
1459,1459,Port-Gentil,Gabon,111655
1460,1460,Portland,USA,62882
1461,1461,Porto Velho,Brazil,312847
1462,1462,Poso,Indonesia,48707
1463,1463,Pousat,Cambodia,55870
1464,1464,Pozo Colorado,Paraguay,1900
